,sample,population,percentage
99,sample00154,nk_cell,20.61601726314075
100,sample00155,b_cell,9.249883080176499
101,sample00155,cd4_t_cell,30.01179365176193
102,sample00155,cd8_t_cell,31.66595498078448
103,sample00155,monocyte,13.817889749689908
104,sample00155,nk_cell,15.25447853758718
105,sample00174,b_cell,7.570258748479303
106,sample00174,cd4_t_cell,33.70068597483055
107,sample00174,cd8_t_cell,22.631035505075804
108,sample00174,monocyte,14.828710755799094
109,sample00174,nk_cell,21.269309015815246
110,sample00175,b_cell,10.595411625985312
111,sample00175,cd4_t_cell,34.043284094812776
112,sample00175,cd8_t_cell,21.358871753925
113,sample00175,monocyte,21.331018411059635
114,sample00175,nk_cell,12.671414114217274
115,sample00176,b_cell,7.581773297675375
116,sample00176,cd4_t_cell,32.64863196873071
117,sample00176,cd8_t_cell,19.01974902283481
118,sample00176,monocyte,27.33491051224028
119,sample00176,nk_cell,13.414935198518823
120,sample00186,b_cell,12.478327537306702
121,sample00186,cd4_t_cell,21.177378458824826
122,sample00186,cd8_t_cell,32.26465960453393
123,sample00186,monocyte,19.163969092312165
124,sample00186,nk_cell,14.91566530702238
125,sample00187,b_cell,13.764353931717949
126,sample00187,cd4_t_cell,26.727868987283212
127,sample00187,cd8_t_cell,23.498812620151533
128,sample00187,monocyte,22.66507663997204
129,sample00187,nk_cell,13.343887820875269
130,sample00188,b_cell,10.690756105113667
131,sample00188,cd4_t_cell,32.63713147750691
132,sample00188,cd8_t_cell,22.407662491591122
133,sample00188,monocyte,20.479226062722233
134,sample00188,nk_cell,13.785223863066065
135,sample00189,b_cell,7.72523816232971
136,sample00189,cd4_t_cell,34.808007022943784
137,sample00189,cd8_t_cell,27.73737658368466
138,sample00189,monocyte,19.47674733659192
139,sample00189,nk_cell,10.252630894449924
140,sample00190,b_cell,5.417726690312158
141,sample00190,cd4_t_cell,27.991123656013816
142,sample00190,cd8_t_cell,28.33930660526267
143,sample00190,monocyte,25.30686523927132
144,sample00190,nk_cell,12.944977809140035
145,sample00191,b_cell,10.908197023547366
146,sample00191,cd4_t_cell,26.41012772320834
147,sample00191,cd8_t_cell,31.187201048825706
148,sample00191,monocyte,18.94851126156115
149,sample00191,nk_cell,12.545962942857436
150,sample00213,b_cell,11.743440705598816
151,sample00213,cd4_t_cell,33.97365143337418
152,sample00213,cd8_t_cell,23.70763419845473
153,sample00213,monocyte,15.222828673559285
154,sample00213,nk_cell,15.352444989012993
155,sample00214,b_cell,13.326219750959355
156,sample00214,cd4_t_cell,23.086185292505288
157,sample00214,cd8_t_cell,25.957396820424467
158,sample00214,monocyte,24.46354452188895
159,sample00214,nk_cell,13.166653614221945
160,sample00215,b_cell,8.968748277572617
161,sample00215,cd4_t_cell,31.773135644601222
162,sample00215,cd8_t_cell,26.64057763324698
163,sample00215,monocyte,21.22802182659979
164,sample00215,nk_cell,11.389516617979385
165,sample00243,b_cell,5.059056115983171
166,sample00243,cd4_t_cell,32.83013129213768
167,sample00243,cd8_t_cell,23.30410097835454
168,sample00243,monocyte,21.249049526030312
169,sample00243,nk_cell,17.557662087494297
170,sample00244,b_cell,3.5914356491617587
171,sample00244,cd4_t_cell,36.552674046892186
172,sample00244,cd8_t_cell,26.020948328142506
173,sample00244,monocyte,17.522382229897108
174,sample00244,nk_cell,16.31255974590644
175,sample00245,b_cell,12.900068717073069
176,sample00245,cd4_t_cell,33.55683734877038
177,sample00245,cd8_t_cell,20.38710617828957
178,sample00245,monocyte,24.214438914686713
179,sample00245,nk_cell,8.941548841180268
180,sample00249,b_cell,14.096692628735644
181,sample00249,cd4_t_cell,24.15792520080831
182,sample00249,cd8_t_cell,26.43256801080455
183,sample00249,monocyte,19.644180874722018
184,sample00249,nk_cell,15.668633284929475
185,sample00250,b_cell,10.290752131635106
186,sample00250,cd4_t_cell,23.754574686893463
187,sample00250,cd8_t_cell,24.467211927500266
188,sample00250,monocyte,22.805357332535078
189,sample00250,nk_cell,18.682103921436088
190,sample00251,b_cell,8.89455816884516
191,sample00251,cd4_t_cell,30.253288069440774
192,sample00251,cd8_t_cell,21.783587095725
193,sample00251,monocyte,25.101132274917163
194,sample00251,nk_cell,13.967434391071901
195,sample00285,b_cell,15.566860144335813
196,sample00285,cd4_t_cell,35.55317693275364
197,sample00285,cd8_t_cell,20.219152082275826
198,sample00285,monocyte,17.042219328639845
199,sample00285,nk_cell,11.61859151199488
200,sample00286,b_cell,8.315205882919129
201,sample00286,cd4_t_cell,29.30679346256762
202,sample00286,cd8_t_cell,21.833792134290718
203,sample00286,monocyte,24.87439120642193
204,sample00286,nk_cell,15.669817313800605
205,sample00287,b_cell,9.291779435158977
206,sample00287,cd4_t_cell,23.38904613350412
207,sample00287,cd8_t_cell,34.05883932814082
208,sample00287,monocyte,17.61977563374171
209,sample00287,nk_cell,15.640559469454372
210,sample00402,b_cell,5.964123100554062
211,sample00402,cd4_t_cell,30.22765922431291
212,sample00402,cd8_t_cell,26.491853639804706
213,sample00402,monocyte,27.252180591365406
214,sample00402,nk_cell,10.064183443962916
215,sample00403,b_cell,8.875784813266922
216,sample00403,cd4_t_cell,33.180664491135666
217,sample00403,cd8_t_cell,22.418465296463808
218,sample00403,monocyte,24.752390221560656
219,sample00403,nk_cell,10.772695177572947
220,sample00404,b_cell,9.13670952505904
221,sample00404,cd4_t_cell,28.724219364996063
222,sample00404,cd8_t_cell,17.906061401207033
223,sample00404,monocyte,18.43505641563894
224,sample00404,nk_cell,25.797953293098924
225,sample00411,b_cell,14.299339759794798
226,sample00411,cd4_t_cell,37.891120556342656
227,sample00411,cd8_t_cell,11.16667129668213
228,sample00411,monocyte,22.175922067579705
229,sample00411,nk_cell,14.466946319600707
230,sample00412,b_cell,4.794721259460607
231,sample00412,cd4_t_cell,27.858896759394927
232,sample00412,cd8_t_cell,26.70796156139163
233,sample00412,monocyte,21.57978234289583
234,sample00412,nk_cell,19.058638076857008
235,sample00413,b_cell,7.5694801736665855
236,sample00413,cd4_t_cell,34.64937221876213
237,sample00413,cd8_t_cell,24.603067146867414
238,sample00413,monocyte,17.66723532544432
239,sample00413,nk_cell,15.510845135259553
240,sample00414,b_cell,7.195665547796618
241,sample00414,cd4_t_cell,26.163211121064617
242,sample00414,cd8_t_cell,21.604265377267872
243,sample00414,monocyte,25.60521515763116
244,sample00414,nk_cell,19.431642796239732
245,sample00415,b_cell,10.987865354271545
246,sample00415,cd4_t_cell,22.344841836351343
247,sample00415,cd8_t_cell,25.647118491246523
248,sample00415,monocyte,26.205950860320083
249,sample00415,nk_cell,14.814223457810504
250,sample00416,b_cell,7.607757189347147
251,sample00416,cd4_t_cell,39.2597020212083
252,sample00416,cd8_t_cell,21.23707688561245
253,sample00416,monocyte,21.105355205773616
254,sample00416,nk_cell,10.79010869805849
255,sample00435,b_cell,9.838535659808773
256,sample00435,cd4_t_cell,28.879422597566872
257,sample00435,cd8_t_cell,29.091484058186687
258,sample00435,monocyte,19.172960303582723
259,sample00435,nk_cell,13.017597380854943
260,sample00436,b_cell,7.272707143173465
261,sample00436,cd4_t_cell,27.60285195518356
262,sample00436,cd8_t_cell,22.26097161330322
263,sample00436,monocyte,23.980337451840043
264,sample00436,nk_cell,18.88313183649971
265,sample00437,b_cell,9.9907796332343
266,sample00437,cd4_t_cell,26.831267288187686
267,sample00437,cd8_t_cell,30.25509681385104
268,sample00437,monocyte,20.760168015572177
269,sample00437,nk_cell,12.1626882491548
270,sample00459,b_cell,7.739902784831117
271,sample00459,cd4_t_cell,31.816721423611472
272,sample00459,cd8_t_cell,24.386704944707578
273,sample00459,monocyte,17.965114471379565
274,sample00459,nk_cell,18.09155637547027
275,sample00460,b_cell,7.790525355029295
276,sample00460,cd4_t_cell,32.51548192711962
277,sample00460,cd8_t_cell,24.809358837211583
278,sample00460,monocyte,18.81287232685268
279,sample00460,nk_cell,16.071761553786814
280,sample00461,b_cell,12.61132882080513
281,sample00461,cd4_t_cell,32.210149230099354
282,sample00461,cd8_t_cell,24.20832838538574
283,sample00461,monocyte,16.59739540038792
284,sample00461,nk_cell,14.372798163321853
285,sample00465,b_cell,7.04375781008021
286,sample00465,cd4_t_cell,27.370793237138066
287,sample00465,cd8_t_cell,28.643903064221554
288,sample00465,monocyte,17.786155998675625
289,sample00465,nk_cell,19.155389889884546
290,sample00466,b_cell,15.975693324733957
291,sample00466,cd4_t_cell,29.631570461141568
292,sample00466,cd8_t_cell,23.449089003547243
293,sample00466,monocyte,21.58074008384392
294,sample00466,nk_cell,9.362907126733312
295,sample00467,b_cell,15.706076589905228
296,sample00467,cd4_t_cell,24.77915004931601
297,sample00467,cd8_t_cell,24.377117372100003
298,sample00467,monocyte,24.98391869291136
299,sample00467,nk_cell,10.1537372957674
300,sample00471,b_cell,6.028765744494718
301,sample00471,cd4_t_cell,36.181060513418686
302,sample00471,cd8_t_cell,23.16498443188125
303,sample00471,monocyte,20.712652976756
304,sample00471,nk_cell,13.91253633344935
305,sample00472,b_cell,9.117230270468657
306,sample00472,cd4_t_cell,28.117322023876277
307,sample00472,cd8_t_cell,27.355768740633508
308,sample00472,monocyte,20.129678149435716
309,sample00472,nk_cell,15.280000815585845
310,sample00473,b_cell,9.47352073303308
311,sample00473,cd4_t_cell,32.64703924744304
312,sample00473,cd8_t_cell,17.63583520067446
313,sample00473,monocyte,18.82723581745169
314,sample00473,nk_cell,21.416369001397733
315,sample00480,b_cell,10.453698918650117
316,sample00480,cd4_t_cell,27.175131877882542
317,sample00480,cd8_t_cell,17.59996879783925
318,sample00480,monocyte,20.766013046403465
319,sample00480,nk_cell,24.005187359224625
320,sample00481,b_cell,8.086767726923114
321,sample00481,cd4_t_cell,26.559959498008975
322,sample00481,cd8_t_cell,29.004683042712074
323,sample00481,monocyte,18.09348560524189
324,sample00481,nk_cell,18.255104127113942
325,sample00482,b_cell,11.380612291316018
326,sample00482,cd4_t_cell,28.875949597416184
327,sample00482,cd8_t_cell,22.96774780512214
328,sample00482,monocyte,23.493608697629988
329,sample00482,nk_cell,13.282081608515671
330,sample00492,b_cell,10.695175341617654
331,sample00492,cd4_t_cell,29.16685092645823
332,sample00492,cd8_t_cell,26.76557732277893
333,sample00492,monocyte,17.502100561623845
334,sample00492,nk_cell,15.870295847521337
335,sample00493,b_cell,9.366641333636014
336,sample00493,cd4_t_cell,16.591490075702993
337,sample00493,cd8_t_cell,27.400140154169588
338,sample00493,monocyte,27.693279508868205
339,sample00493,nk_cell,18.948448927623204
340,sample00494,b_cell,8.118267290929161
341,sample00494,cd4_t_cell,28.70275208404705
342,sample00494,cd8_t_cell,28.32400746069811
343,sample00494,monocyte,22.305964752007917
344,sample00494,nk_cell,12.549008412317765
345,sample00513,b_cell,18.102758667977053
346,sample00513,cd4_t_cell,32.16807990309236
347,sample00513,cd8_t_cell,21.61566064041323
348,sample00513,monocyte,15.128105501337052
349,sample00513,nk_cell,12.985395287180308
350,sample00514,b_cell,6.42046876303278
351,sample00514,cd4_t_cell,36.87963966969722
352,sample00514,cd8_t_cell,29.848194177996497
353,sample00514,monocyte,10.320919175911252
354,sample00514,nk_cell,16.53077821336225
355,sample00515,b_cell,6.33755770707242
356,sample00515,cd4_t_cell,30.926005324505688
357,sample00515,cd8_t_cell,23.24635311244279
358,sample00515,monocyte,18.598877267152584
359,sample00515,nk_cell,20.891206588826513
360,sample00516,b_cell,6.818029602839729
361,sample00516,cd4_t_cell,28.807753762545804
362,sample00516,cd8_t_cell,29.068955289570116
363,sample00516,monocyte,19.659002841642987
364,sample00516,nk_cell,15.646258503401361
365,sample00517,b_cell,17.796077257074412
366,sample00517,cd4_t_cell,27.32944053501023
367,sample00517,cd8_t_cell,25.021709836801918
368,sample00517,monocyte,18.51674402355642
369,sample00517,nk_cell,11.33602834755702
370,sample00518,b_cell,11.665338970933677
371,sample00518,cd4_t_cell,31.02416406234042
372,sample00518,cd8_t_cell,20.670179953837042
373,sample00518,monocyte,15.19598831627755
374,sample00518,nk_cell,21.44432869661131
375,sample00522,b_cell,10.007609522774215
376,sample00522,cd4_t_cell,29.542341558865093
377,sample00522,cd8_t_cell,22.80573975432112
378,sample00522,monocyte,19.507555169040113
379,sample00522,nk_cell,18.136753994999456
380,sample00523,b_cell,12.111999670225483
381,sample00523,cd4_t_cell,25.5039366832928
382,sample00523,cd8_t_cell,20.4480811245311
383,sample00523,monocyte,23.652046663094108
384,sample00523,nk_cell,18.283935858856506
385,sample00524,b_cell,8.579657571106814
386,sample00524,cd4_t_cell,37.81567040720735
387,sample00524,cd8_t_cell,20.322497060054612
388,sample00524,monocyte,17.09055031791274
389,sample00524,nk_cell,16.191624643718484
390,sample00534,b_cell,5.624301618176551
391,sample00534,cd4_t_cell,30.229069238091295
392,sample00534,cd8_t_cell,24.775483176757852
393,sample00534,monocyte,21.457393535570915
394,sample00534,nk_cell,17.913752431403385
395,sample00535,b_cell,6.264299877974374
396,sample00535,cd4_t_cell,33.26628279438682
397,sample00535,cd8_t_cell,29.65127364246492
398,sample00535,monocyte,14.299877974374619
399,sample00535,nk_cell,16.518265710799266
400,sample00536,b_cell,9.786404528349092
401,sample00536,cd4_t_cell,26.399733135965143
402,sample00536,cd8_t_cell,24.929896068967675
403,sample00536,monocyte,22.28001959782756
404,sample00536,nk_cell,16.603946668890533
405,sample00585,b_cell,7.698423491751315
406,sample00585,cd4_t_cell,34.11304411503175
407,sample00585,cd8_t_cell,31.24143486311473
408,sample00585,monocyte,14.216819575064598
409,sample00585,nk_cell,12.730277955037607
410,sample00586,b_cell,13.436766357048075
411,sample00586,cd4_t_cell,30.691027865673167
412,sample00586,cd8_t_cell,25.125038277023577
413,sample00586,monocyte,22.361947534959683
414,sample00586,nk_cell,8.385219965295498
415,sample00587,b_cell,6.61428011509746
416,sample00587,cd4_t_cell,29.353676140220063
417,sample00587,cd8_t_cell,28.65295821503341
418,sample00587,monocyte,21.13720879099869
419,sample00587,nk_cell,14.241876738650378
420,sample00588,b_cell,7.6254966818531695
421,sample00588,cd4_t_cell,26.106222305435935
422,sample00588,cd8_t_cell,27.425159666313007
423,sample00588,monocyte,20.71709417712039
424,sample00588,nk_cell,18.126027169277496
425,sample00589,b_cell,9.859847004299514
426,sample00589,cd4_t_cell,23.664079513093974
427,sample00589,cd8_t_cell,27.899938578368417
428,sample00589,monocyte,22.341839298676643
429,sample00589,nk_cell,16.23429560556145
430,sample00590,b_cell,14.499279139403349
431,sample00590,cd4_t_cell,30.069868027059997
432,sample00590,cd8_t_cell,19.97005655983143
433,sample00590,monocyte,19.7427082178108
434,sample00590,nk_cell,15.718088055894421
435,sample00624,b_cell,11.384974244338615
436,sample00624,cd4_t_cell,34.8508115463116
437,sample00624,cd8_t_cell,27.43901253766158
438,sample00624,monocyte,13.680629798814268
439,sample00624,nk_cell,12.644571872873943
440,sample00625,b_cell,11.39305624087936
441,sample00625,cd4_t_cell,25.25852746952788
442,sample00625,cd8_t_cell,29.51360090707709
443,sample00625,monocyte,20.241257309634545
444,sample00625,nk_cell,13.593558072881125
445,sample00626,b_cell,7.202211013107367
446,sample00626,cd4_t_cell,39.105014001258745
447,sample00626,cd8_t_cell,25.26611512956865
448,sample00626,monocyte,19.15208012186112
449,sample00626,nk_cell,9.274579734204117
450,sample00639,b_cell,11.14344018199748
451,sample00639,cd4_t_cell,29.788418164598365
452,sample00639,cd8_t_cell,25.309756978685595
453,sample00639,monocyte,22.48215663109384
454,sample00639,nk_cell,11.276228043624718
455,sample00640,b_cell,10.671097770154374
456,sample00640,cd4_t_cell,37.54073756432247
457,sample00640,cd8_t_cell,21.295025728987994
458,sample00640,monocyte,20.280874785591767
459,sample00640,nk_cell,10.212264150943396
460,sample00641,b_cell,9.269994057071598
461,sample00641,cd4_t_cell,28.599125122999133
462,sample00641,cd8_t_cell,31.122434067593503
463,sample00641,monocyte,23.80483812826983
464,sample00641,nk_cell,7.203608624065938
465,sample00693,b_cell,8.305979275278368
466,sample00693,cd4_t_cell,31.787560876188024
467,sample00693,cd8_t_cell,27.1856428739997
468,sample00693,monocyte,14.115766664521251
469,sample00693,nk_cell,18.605050310012658
470,sample00694,b_cell,10.0443834885803
471,sample00694,cd4_t_cell,22.108882412328324
472,sample00694,cd8_t_cell,17.741966207592814
473,sample00694,monocyte,26.856772767967694
474,sample00694,nk_cell,23.247995123530867
475,sample00695,b_cell,6.3296088839359905
476,sample00695,cd4_t_cell,22.90585256654643
477,sample00695,cd8_t_cell,34.17109006129212
478,sample00695,monocyte,21.002570945384516
479,sample00695,nk_cell,15.590877542840943
480,sample00696,b_cell,6.984715849306301
481,sample00696,cd4_t_cell,26.65994120646078
482,sample00696,cd8_t_cell,30.29602872422359
483,sample00696,monocyte,20.925944005120027
484,sample00696,nk_cell,15.1333702148893
485,sample00697,b_cell,6.2105943020001435
486,sample00697,cd4_t_cell,39.70761612827163
487,sample00697,cd8_t_cell,18.242211127400225
488,sample00697,monocyte,20.22492644269707
489,sample00697,nk_cell,15.614651999630931
490,sample00698,b_cell,4.017019146539857
491,sample00698,cd4_t_cell,32.99288622777548
492,sample00698,cd8_t_cell,29.06827873665566
493,sample00698,monocyte,23.774823599626504
494,sample00698,nk_cell,10.146992289402501
495,sample00717,b_cell,14.57491025883242
496,sample00717,cd4_t_cell,24.687322879274515
497,sample00717,cd8_t_cell,24.72133005856792
498,sample00717,monocyte,23.665218212733798
499,sample00717,nk_cell,12.351218590591348
500,sample00718,b_cell,5.937954876273653
501,sample00718,cd4_t_cell,35.76419213973799
502,sample00718,cd8_t_cell,31.723071324599708
503,sample00718,monocyte,12.230713245997089
504,sample00718,nk_cell,14.344068413391557
505,sample00719,b_cell,6.34605292750581
506,sample00719,cd4_t_cell,35.16005697578529
507,sample00719,cd8_t_cell,22.377989354524328
508,sample00719,monocyte,22.211185246270336
509,sample00719,nk_cell,13.904715495914237
510,sample00726,b_cell,10.951870018393624
511,sample00726,cd4_t_cell,27.760959534028203
512,sample00726,cd8_t_cell,22.89431330472103
513,sample00726,monocyte,19.344918761496015
514,sample00726,nk_cell,19.047938381361128
515,sample00727,b_cell,8.052288157040525
516,sample00727,cd4_t_cell,31.931866946886586
517,sample00727,cd8_t_cell,15.2386087300976
518,sample00727,monocyte,24.62891033329299
519,sample00727,nk_cell,20.1483258326823
520,sample00728,b_cell,6.117324330027432
521,sample00728,cd4_t_cell,34.94935640430471
522,sample00728,cd8_t_cell,25.54758387845537
523,sample00728,monocyte,21.646971935007386
524,sample00728,nk_cell,11.738763452205106
525,sample00756,b_cell,7.95537390920137
526,sample00756,cd4_t_cell,31.166464155528555
527,sample00756,cd8_t_cell,21.623771125593727
528,sample00756,monocyte,26.5713023307191
529,sample00756,nk_cell,12.683088478957252
530,sample00757,b_cell,8.826230162690887
531,sample00757,cd4_t_cell,31.754666134344745
532,sample00757,cd8_t_cell,22.893502345543467
533,sample00757,monocyte,22.04012376484679
534,sample00757,nk_cell,14.485477592574108
535,sample00758,b_cell,8.576473466435493
536,sample00758,cd4_t_cell,31.448842181400444
537,sample00758,cd8_t_cell,35.75782072692075
538,sample00758,monocyte,15.829725676236265
539,sample00758,nk_cell,8.387137949007052
540,sample00798,b_cell,5.282869352754167
541,sample00798,cd4_t_cell,25.609652557003102
542,sample00798,cd8_t_cell,38.05647009990283
543,sample00798,monocyte,16.879710951576843
544,sample00798,nk_cell,14.171297038763054
545,sample00799,b_cell,11.502009392852774
546,sample00799,cd4_t_cell,35.864133043453705
547,sample00799,cd8_t_cell,24.493887116356554
548,sample00799,monocyte,16.572079321606385
549,sample00799,nk_cell,11.567891125730581
550,sample00800,b_cell,11.15463402448164
551,sample00800,cd4_t_cell,19.74319260554584
552,sample00800,cd8_t_cell,38.03347489382963
553,sample00800,monocyte,20.33275043717212
554,sample00800,nk_cell,10.735948038970772
555,sample00807,b_cell,11.451631285031963
556,sample00807,cd4_t_cell,29.88530755602524
557,sample00807,cd8_t_cell,22.93123633688704
558,sample00807,monocyte,16.019643800702454
559,sample00807,nk_cell,19.71218102135331
560,sample00808,b_cell,15.93280676382245
561,sample00808,cd4_t_cell,25.80376015129603
562,sample00808,cd8_t_cell,21.421737679385917
563,sample00808,monocyte,21.91567471353877
564,sample00808,nk_cell,14.926020691956836
565,sample00809,b_cell,15.614078088546348
566,sample00809,cd4_t_cell,26.64651361238959
567,sample00809,cd8_t_cell,25.111431865428433
568,sample00809,monocyte,15.062138584020989
569,sample00809,nk_cell,17.565837849614642
570,sample00849,b_cell,13.04663760073986
571,sample00849,cd4_t_cell,31.538732549434094
572,sample00849,cd8_t_cell,18.526225393050602
573,sample00849,monocyte,23.59624785308495
574,sample00849,nk_cell,13.292156603690492
575,sample00850,b_cell,6.8133147802745455
576,sample00850,cd4_t_cell,39.08379469264095
577,sample00850,cd8_t_cell,17.7438296276559
578,sample00850,monocyte,18.09021918267855
579,sample00850,nk_cell,18.268841716750057
580,sample00851,b_cell,12.973003030555788
581,sample00851,cd4_t_cell,30.734654915153705
582,sample00851,cd8_t_cell,22.949740966256105
583,sample00851,monocyte,19.234298106597716
584,sample00851,nk_cell,14.108302981436687
585,sample00867,b_cell,6.9434064108952
586,sample00867,cd4_t_cell,30.873193821624316
587,sample00867,cd8_t_cell,19.815022421524663
588,sample00867,monocyte,21.070004982561038
589,sample00867,nk_cell,21.298372363394783
590,sample00868,b_cell,10.791687440992076
591,sample00868,cd4_t_cell,25.934844643406496
592,sample00868,cd8_t_cell,22.71314457869668
593,sample00868,monocyte,20.33055045774237
594,sample00868,nk_cell,20.22977287916238
595,sample00869,b_cell,10.211889056507035
596,sample00869,cd4_t_cell,33.356011082517426
597,sample00869,cd8_t_cell,24.72860650161209
598,sample00869,monocyte,17.152266295934766
599,sample00869,nk_cell,14.551227063428678
600,sample00918,b_cell,7.045565805008687
601,sample00918,cd4_t_cell,29.490588314343583
602,sample00918,cd8_t_cell,30.989930792194205
603,sample00918,monocyte,18.8992023344436
604,sample00918,nk_cell,13.574712754009925
605,sample00919,b_cell,12.033235688072395
606,sample00919,cd4_t_cell,34.94429864204118
607,sample00919,cd8_t_cell,19.319604917836415
608,sample00919,monocyte,15.442833963127116
609,sample00919,nk_cell,18.26002678892289
610,sample00920,b_cell,9.2859929769801
611,sample00920,cd4_t_cell,31.07794685047904
612,sample00920,cd8_t_cell,22.05423332032774
613,sample00920,monocyte,26.660380630337713
614,sample00920,nk_cell,10.921446221875406
615,sample00966,b_cell,10.17733061528682
616,sample00966,cd4_t_cell,28.104381754016792
617,sample00966,cd8_t_cell,18.55285942877184
618,sample00966,monocyte,27.70873062843866
619,sample00966,nk_cell,15.456697573485895
620,sample00967,b_cell,8.735495640737362
621,sample00967,cd4_t_cell,32.66052905114444
622,sample00967,cd8_t_cell,33.00311830466049
623,sample00967,monocyte,11.660762393670053
624,sample00967,nk_cell,13.940094609787659
625,sample00968,b_cell,13.467885882951247
626,sample00968,cd4_t_cell,27.937935642132764
627,sample00968,cd8_t_cell,23.700926378349273
628,sample00968,monocyte,17.886381540241118
629,sample00968,nk_cell,17.006870556325598
630,sample00987,b_cell,10.245983601093261
631,sample00987,cd4_t_cell,21.74299491145035
632,sample00987,cd8_t_cell,35.660955936270916
633,sample00987,monocyte,22.250738839632913
634,sample00987,nk_cell,10.099326711552564
635,sample00988,b_cell,6.390593534964067
636,sample00988,cd4_t_cell,30.698899588658033
637,sample00988,cd8_t_cell,20.70739365712595
638,sample00988,monocyte,20.962215711163495
639,sample00988,nk_cell,21.24089750808845
640,sample00989,b_cell,10.802131164134606
